"","V1","V2","V3","V4","V5","V6","V7"
"1",11084.1252096678,9621.96772626266,9088.30346137976,8949.56825707691,8853.02523120126,8827.67141044969,8818.9075654495
"2",8780.16708624809,8774.44081956179,8776.26481910784,8770.99387129554,8772.9356620219,8768.64957338089,8768.27775542308
"3",8774.70644828325,8776.3832219841,8756.93301500227,8758.33798149974,8758.14073914067,8759.41933814998,8770.42492496092
"4",8775.8084795985,8756.6265530046,8773.81127276482,8758.14451410972,8759.17208156862,8763.8544049361,8772.51067625678
"5",8772.00805774958,8773.94714169771,8758.99840504678,8759.34346799906,8778.19057029882,8763.09354065059,8774.36511470506
"6",8773.99220595884,8758.55357878449,8759.38036386826,8778.53143034408,8776.5419664279,8752.1069023615,8776.47418706626
"7",8771.99822036934,8773.99299703907,8763.6646723351,8769.92560565001,8753.60602910569,8752.44737301443,8755.17112031177
